职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
数据分析师/数据科学家,滴滴招聘,40k-60k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
数据精确，老大nb，汇报线简单","
你来了将focus在用户增长、安全或交易策略与体验方向，数据提供准确不用你纠结，DS老大很nb，汇报线简单通高阶。

岗位职责：
1 建立业务分析体系，指标体系，能够较全面的发现并预警业务问题，并快速定位原因
2 有较好的量化业务模型，科学的设计并评估的能力。
3 对于关键分析结论，能够跨部门协调，沟通，并推动拿结果，逐步发挥DS影响力；


任职要求：
1.数学、统计、计算机软件、管理信息系统、运筹学等相关专业本科或以上学历，3年以上数据分析工作经验；
2.具有良好的商业敏感度和数据分析技能，能够运用创新且实际的分析方法以解决复杂的商业问题
3.熟悉Hadoop集群，熟练使用hive、shell、perl编程语言；
4.熟悉python、R等统计分析工具，熟悉 SQL，熟悉数据挖掘的常用算法；
5.具有较强的逻辑性，良好的沟通表达和组织协调能力；
6.优秀的团队合作精神、正直、主动。","北京 - 海淀区 - 西北旺 - 湾流大厦
","滴滴
汽车丨出行
不需要融资
2000人以上
http://www.didiglobal.com"
数据分析师（2020珍爱秋季校...,珍爱网招聘,15k-25k,/深圳 /,经验应届毕业生 /,本科及以上 /,全职,"
工作环境佳,平台大,周末双休","
工作职责:
1.参与公司业务的数据体系建设，梳理抽象业务的核心关键指标，建设业务的报表体系和监控体系；
2.深入了解公司业务，用数据优化和指导业务的运营；
3.主动进行业务专题项目的挖掘，帮助业务提升优化率和更好的服务用户。

任职资格:
1.本科及以上学历，数学，统计，计算机等相关专业优先；
2.熟悉SQL，具备Unix、Linux环境工作能力，能使用Shell、Python等脚本语言优先；
3.有优秀的逻辑思维，工作细致，责任心强，善于思考，学习能力强。","深圳 - 南山区 - 航天科技广场A座
","珍爱网
社交,消费生活
不需要融资
2000人以上
http://www.zhenai.com/900..."
数据分析工程师,运满满招聘,11k-19k,/南京 /,经验3-5年 /,本科及以上 /,全职,"
发展前景 公司氛围 五险一金","
1. 负责构建公司数据分析平台，支撑业务专题分析和科学决策；
2. 与运营管理团队紧密协作，应用数据挖掘技术，把业务问题转化为数据模型，分析和挖掘业务机会和问题，支撑产品运营决策。包括不限于：用户聚类分析、Growth hacking分析、获客渠道效率分析、用户留存和激活分析，用户Cohort分析，用户CLV价值分析，运营人效分析、供需与运价预测、订单分发策略分析、交易诚信风控分析等等业务分析专题；
3. 研究大数据领域前沿的数据挖掘技术，并应用到业务分析实践中。
任职要求
1. 统计学、应用数学、计算机本科及以上学历，1-2年以上互联网行业、金融保险等行业的数据挖掘工作经验；
2. 扎实的机器学习和数据挖掘的理论基础和实践经验，熟悉hadoop、spark等分布式计算平台，有大规模数据处理和数据分析挖掘经验；熟练掌握SQL、R、SPSS、SAS、Python等数据处理和分析工具；
3. 对数据敏感，逻辑严谨，能快速理解业务，发掘业务场景和数据之间的联系；
4. 有较强的沟通能力，积极乐观、诚信、有责任心，具备强烈的进取心、求知欲及团队合作精神。","南京 - 雨花台区 - 软件大道天溯科技园4栋
","运满满
物流丨运输
D轮及以上
国新基金和软银愿景基金联合领投，谷歌资本(CapitalG)、金沙江创投、农银国际等投资机构跟投(D轮及以上)，获得老虎基金D3轮1.2亿美金融资(D轮及以上)，获得CMC华人文化产业投资基金D2轮4000万美金融资(D轮及以上)，纪源资本和襄禾资本联合领投D1轮融资，共计1.1亿美金(D轮及以上)，险资领投5000万美金C2轮融资(C轮)，云锋基金（马云私人基金）领投的C1轮5000万美金融资(C轮)，B轮3000万美金融资，由红杉资本领投，光速安振跟投(B轮)，光速安振中国创业投资基金A轮500万美金(A轮)，滴滴投资人王刚注资数百万天使投资(天使轮)
2000人以上
http://www.ymm56.com/"
数据分析专员,租房邦招聘,6k-10k,/深圳 /,经验1-3年 /,本科及以上 /,全职,"
五险一金，周末双休，带薪年假","
工作职责：
1.负责业务数据模型的建立，为业务团队提供反应运营状况的数据报表；
2.分析用户特征、行为特路径、转化率，活动效果等运营核心数据分析工作；
3.根据提供的数据报表指标进行分析，发现数据中存在的异常，并且结合业务发展的长期趋势对异常分析提出合理建议化；
4.与业务管理团队紧密合作，通过数据抓取、分析，探索业务机会点和以及贡献自己对业务管理的一些建设性参考意见；
5.完成领导安排的其他工作事项。

任职要求：
1.本科以上学历，管理统计学、数学等相关专业，有过数据分析经验者优先；
2.对房地产租赁市场有一定的基础了解，及敏感度；
3.扎实的数据分析、数据统计理论，善于对抽象问题进行概括；
4.信息采编能力，良好的写作功底，过硬的文字驾驭能力，具有一定的市场分析能力和提案能力。","深圳 - 南山区 - 高新南二道9672号大冲商务中心D座
","租房邦
消费生活
未融资
150-500人
https://www.lagou.com/gon..."
资深数据分析师,字节跳动招聘,25k-50k,/深圳 /,经验不限 /,本科及以上 /,全职,"
六险一金，高薪期权，弹性工作，免费三餐","
职位职责：
1、整体负责企业办公协同类产品的各项数据分析相关工作；搭建并完善业务指标体系；
2、对接业务线需求，对需求进行梳理，对业务问题进行深度诊断性组合分析、挖掘、深度分析，并给出建议；
3、沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地；
4、与相关团队协作进行数据建模工作，推动业务部门的数据化运营；
5、与产品，运营，研发等配合。推进优化方案落地执行，带来业务的实际提升增长。

职位要求：
1、计算机、数学或统计学相关专业本科以上学历，5年以上相关工作经验；
2、有数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验，尤其是互联网相关的优先；
3、有较强的逻辑推理能力，善于从商业角度解读数据；
4、熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；
5、熟练运用SQL，熟练运用Python、R语言等数据工具；
6、善于沟通和交流，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目。","深圳 - 南山区 - 南海大道2163号来福士广场15层
","字节跳动
文娱丨内容
C轮
2000人以上
http://www.bytedance.com"
数据分析主管,贝壳链家店面运营部招聘,7k-12k,/深圳 /,经验不限 /,本科及以上 /,全职,"
互联网平台，平台化管理，晋升空间公平公正","
工作职责:
1、负责深圳链家租赁业务分析框架的搭建维护和业务指标的定义、回收和计算口径；
2、租赁业务线日常运营数据指标输出，对业务线各业务大区在数据运营上给予支持和帮助；
3、负责租赁业务部周/月/年度业务分析报告的输出，包括业绩达成、预算执行、费用管控、资源转化、团队人效等内容；
4、负责对月租赁单量目标进行大区和时间两个维度拆解，制定目标达成路径，目标下发各区域并负责日常跟踪；
5、定期开展业务和团队健康度的分析和诊断，提升整体作业效率。

任职资格:
1、统招本科及以上学历，数学、统计学专业优先
2、有2年以上的企业数据分析经验，有房地产公司或咨询公司工作经验优先
3、熟练应用ppt,excel,visio等办公软件
4、具体较强数据处理与分析能力，对数据敏感，逻辑性强
5、能接受加班，抗压能力强。","深圳 - 福田区 - 车公庙 - 创建大厦三楼
","贝壳
房产家居
D轮及以上
2000人以上
http://www.ke.com"
高级数据分析师(J10309),震坤行招聘,20k-30k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
发展前景好 平台好","
工作职责:
1、基于业务痛点专题分析，为公司运营决策，数字营销、产品、运营等团队提供数据支持；
2、与BI团队合作，搭建可视化监控体系，能够及时、准确、完整的呈现公司核心业务线的运营情况；
3、分析用户来源、行为路径、转化率、留存等运营核心数据，给业务提供反馈和建议；
4、发现业务的风险点和机会点，并推动数据分析成果应用落地。

任职资格:
1、本科以上学历，计算机、统计、数学等相关专业；
2、2年以上数据分析工作经验，熟悉excel、SQL、Tableau等数据分析工具，使用过GrowingIO者可加分；
3、对市场动态敏感，具备良好的逻辑分析能力和系统性思维能力；
4、数字敏感度高，具备较强的分析总结能力和数据呈现能力；
5、年轻有朝气，自驱力强，优秀的沟通能力和抗压性，能适应较快的节奏；
6、有数据化运营经验、懂得产品推广、数据驱动用户增长者优先。","上海 - 浦东新区 - 张江 - 科苑路399号5号楼
","震坤行
电商
D轮及以上
由腾讯领投，钟鼎资本、元生资本、君联资本、经纬中国跟投，华兴资本担任本轮融资的独家财务顾问(D轮及以上)
500-2000人
http://www.zkh360.com"
高级数据分析师,拉勾网经营管理部招聘,20k-40k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
经营分析,数据分析,市场分析,行业调研","
岗位职责：
1、经营分析：建立经营分析模型，进行市场预测、目标监测及收入成本分析，挖掘潜在经营问题和趋势，为业务发展提供经营建议；
2、行业分析：关注行业前沿动态，研究和分析行业发展趋势，量化分析价值和影响，产出专业行业分析报告；
3、目标监测：跟进和监督各业务目标完成情况，定期进行业务经营成果复盘，有效提供改进策略和实施建议；
4、系统建设：根据业务需要，完成各种专题分析，并培养和帮助各业务更有效的使用数据。

岗位要求：
1、本科及以上学历，统计、数学、社会学或计算机等相关专业；
2、3年以上互联网公司战略规划/行业分析/咨询/市场研究经验，能独立开展项目；
3、熟练掌握定性、定量研究方法，熟练使用Excel、sql、tableau 等数据处理和分析工具，熟悉spark、hive；
4、数据敏感、逻辑清晰、业务理解力强，能从数据中获得业务洞察，创造性的发明新的分析优化方案；
5、优秀的信息搜集、数据分析、撰写报告及结构化的分析思考能力，能够形成清晰的业务观点和前瞻判断；
6、有数据分析及建模相关经验优先，如：用户画像、战略规划、商业变现分析等；
7、业内知名管理咨询公司、市场调研公司优先。","北京 - 海淀区 - 苏州街 - 中关村创业大街34号海置创投大厦4层
","拉勾网
企业服务
D轮及以上
东方弘道(C轮,天使轮)，真格基金(天使轮)，前程无忧(D轮及以上)，启明创投，贝塔斯曼(B轮)，贝塔斯曼(A轮)
500-2000人
http://www.lagou.com"
业务数据分析,小药药集团销售运营招聘,7k-11k,/武汉 /,经验3-5年 /,本科及以上 /,全职,"
团队氛围和谐，内部晋升机会多","
岗位职责：
1、负责部门数据分析统计，建立并维护部门日常报表数据；
2、完成数据分析项目过程中的数据提取、数据分析、数据展示工作；
3、负责对数据库信息进行深度挖掘和有效利用，充分实现数据的商业价值；
4、结合分析结果以及对业务需求的深入理解，为部门提供优化方案；
5、构建各种分析和预测模型，通过跟踪和监控重点数据, 发现潜在的风险与机会,为业务决策提供数据支撑；
6、进行行业、竞对研究，为业务决策提供支持。
岗位要求：
1，2年数据分析经验；
2，统招本科或硕士相关学历；
3，互联网运营经验优先，熟练使用SQL和EXECEL等软件。","武汉 - 东湖新技术开发区 - 光谷金融港A2栋9楼
","小药药集团
医疗丨健康
C轮
500-2000人
http://www.ybm100.com"
数据分析师,腾讯招聘,15k-20k,/北京 /,经验应届毕业生 /,本科及以上 /,全职,"
发展前景好、创新性高","
  岗位职责：
1、根据业务发展，分析用户行为和相关数据，独立完成数据分析工作，为业务部门及决策提供有价值的数据洞察报告及建议，支撑产品、运营决策，驱动业务增长
2、以用户增长为目标，聚焦用户新增、转化、留存等各环节漏斗优化，提升数据库产品规模及影响力
4、关注行业及竞品动态，定期输出高价值行业数据分析报告，为业务优化提供优化策略
  职位要求
1、2年以上互联网数据分析工作经验，数学、计算机、统计学专业优先； 2、数据分析能力强，能独立完成数据分析报告并善于提出改善性的建议； 3、精通Excel，具备熟练了解和使用任一数据分析工具：Python、R、SAS、SPSS、Tableau；4、有良好的沟通能力和团队协作能力。5、对数据敏感，工作细致、责任心强，具备较强的学习能力及理解能力，5、具备一定的产品思维，具备一定的影响力和判断力 6、有成功数据库项目案例者优先
 ","北京 - 海淀区 - 西北旺 - 腾讯总部大厦
","腾讯
移动互联网
上市公司
2000人以上
http://www.tencent.com"
数据分析师,睿琪软件招聘,10k-15k,/杭州 /,经验1-3年 /,本科及以上 /,全职,"
五险一金","
岗位描述：
1、有效利用数据，跟踪业务运营情况，评估运营效果，推动业务指标发展。
2、根据运营数据的整理与分析，深入挖掘用户行为特征，为运营决策提供参考依据，为用户增长、留存等提供数据支持。
3、负责运营数据统计、报表维护与监控，在深入理解业务基础上，结合业务目标，构建数据分析模型，为数据化运营提供系统化的解决方案。
任职要求：
本科及以上学历，统计学、数学、计算机等相关专业，1年以上互联网数据分析经验。
2、精通SQL，掌握数据库基础知识，有大数据处理经验。
3、熟悉至少一种数据分析工具（Python/R/SPSS/MATLAB等），熟悉常用的分类、聚类等算法。
4、对数据敏感，逻辑思维能力强，具有积极主动的工作态度，较强的业务规划能力，善于表达沟通。","杭州 - 滨江区 - 海外高层次创新创业基地
","睿琪软件
数据服务
不需要融资
150-500人
http://www.glority.com"
