职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
数据产品经理,孩子王招聘,15k-30k,/南京 /,经验3-5年 /,本科及以上 /,全职,"
母婴童行业老大，互联网氛围佳","

1、负责公司内数据产品规划，以产品的视角组织数据，给运营人员提供基于数据的业务指导
2、 撰写高品质的产品需求文档，利用各种工具，完成产品设计，并与开发部门等相关单位沟通，形成最终产品设计
3、 通过大量的数据分析，完成相关调研分析工作
    岗位要求：
1、 数学、统计、计算机软件、管理信息系统、运筹学相关专业本科及以上学历
2、 熟悉产品设计流程，熟练应用Axure等产品原型设计工具
3、 熟悉SAS、SPSS等统计分析软件，熟悉SQL，熟悉数据挖掘者优先
4、 具有良好的商业敏感度和数据分析技能
5、 具有较强的沟通表达、项目管理及组织协调能力
6、 优秀的团队合作精神","南京 - 江宁区 - 运粮河东路701号-富力科创园
","孩子王
消费生活
C轮
华平投资(天使轮)
2000人以上
http://zhaopin.haiziwang...."
数据产品经理,码上赢产品部招聘,10k-15k,/北京 /,经验1-3年 /,本科及以上 /,全职,"
阿里大牛、带薪年假、五险一金、周末双休","
岗位职责：
1、负责码上赢WinOS快消大数据系统相关产品的规划、设计和迭代工作，为快消品牌商提供新品雷达、竞品监控、购物篮分析等数据产品
2、协调组织开发，设计，测试，推动产品根据节奏顺利上线、推动实施落地
3、具备抽象数据分析能力，形成数据产品，通过数据描绘出整个业务流程、用户行为和重点环节的转化，帮助业务方更深刻的理解、使用和运营数据；
4、定期分析行业及竞品，调研客户诉求，探索产品需求
5、构建并监测各渠道漏斗、数据报表，规划和设计数据增值类商业产品，赋能客户经营
任职要求:
1、本科及以上学历，2年以上数据产品工作经验，统计、数学、计算机相关专业优先，有零售行业经验优先
2、要求精通Excel、Power BI、R、Python Pandas、SAS、SPSS等中至少一种数据分析工具
3、良好的数据敏感度，了解大数据相关的基础知识，熟悉常见的数据分析和处理方法
4、自我驱动，有owner意识，交付能力强，面对复杂情况能够独立工作，结果导向","北京 - 朝阳区 - 三元桥时间国际A座1609
","码上赢
移动互联网,企业服务
A轮
创新工场，猎豹移动，58同城(A轮)
50-150人
http://www.winwin-inc.com/"
数据产品经理(J11659),货拉拉技术部招聘,25k-50k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
年终奖 下午茶 团建 不打卡","
工作职责:
1、负责公司各业务方向大数据产品调研、产品规划、执行；
2、深度挖掘大数据应用需求，设计大数据解决方案和产品；
3、组织产品的业务和研发，协调推动完成数据产品，包括产品文档撰写、原型设计、跟踪产品开发进展、发布、用户反馈跟进、产品迭代。


任职资格:
1、计算机、统计学、数学等相关专业本科以上学历，5年及以上大数据产品或互联网数据产品设计经验；
2、熟悉业界主流大数据产品，具备某一行业大数据应用方面的产品经验，深入理解某一行业业务，并且具备上述行业数据统计、数据产品设计经验者优先；
3、具备较强的数据分析能力、逻辑思维能力、沟通能力，能够有效整合团队资源推动业务发展；
4、具备数据挖掘、机器学习背景，善于用数据和算法解决实际问题的优先考虑；
5、具备独立负责的产品设计和规划经验，以及复杂产品的规划和设计能力，良好的需求分析、挖掘能力。","深圳 - 福田区 - 上梅林 - 梅林路卓越梅林中心广场（南区）B座2301
","货拉拉
移动互联网,消费生活
C轮
顺为资本领投，襄禾资本、概念资本（MindWorks Ventures）等(C轮)，襄禾资本、清流资本等(B轮)
2000人以上
http://huolala.cn"
数据产品经理,玄关健康大数据部招聘,15k-25k,/深圳 /,经验5-10年 /,本科及以上 /,全职,"
团队氛围好","
岗位职责：
1、负责大数据应用产品的规划和设计，研究公司大数据能力产品化和服务化；
2、调研需求方提出的业务需求，将业务需求转化为数据、模型需求，推动相应数据产品的研发和落地；
3、结合业务需求，设计适合业务的客户画像标签体系、客户画像建模及系统平台搭建。
任职要求：
1、3年以上互联网产品工作经验，独立或协助完成过大数据产品设计工作，具有很强的数据敏感性；
2、熟悉数据仓库技术，有BI和数据挖掘背景者优先；
3、有数据分析/数据挖掘/用户行为研究/客户画像应用的项目实践经验优先；
4、有大数据应用平台规划、设计并上线应用者优先；
5、有医药领域知识或从业经验者优先。","深圳 - 南山区 - 朗山路11号同方信息港A栋8楼
","玄关健康
移动互联网,医疗丨健康
不需要融资
150-500人
http://www.chinamediporta..."
数据产品经理,大箴（杭州）科技有限公司DS招聘,15k-25k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
五险一金；15薪；弹性工作；扁平化管理","

1. 依据公司的总体战略和产品规划，完成公司大数据平台的详细产品需求文档的编写；
2. 大数据相关产品和工具的研发，基于分布式数据存储和计算平台进行领域大数据工具的产品设计，包括数据采集工具、数据治理工具和相关数据分析工具等；
3. 支撑大数据产品和工具在领域项目中的落地，针对应用需求进行场景设计和工具提供；
4. 对产品和工具负责，协调产品各协作方，推进技术团队完成产品技术方案和计划的落地实施，确保产品的开发进度和质量，保证产品功能顺利发布；
任职要求：
1、大学本科及以上学历，有3年以上大数据相关产品经验；
2、熟悉大数据采集、治理和分析产品应用场景和工作原理，有过类似产品设计背景优先；；
3、熟练使用Axure/project等产品开发工具；
4、对数据敏感，具备较强的逻辑分析及数据报告输出
5、学习能力强，良好的团队合作能力","杭州 - 拱墅区 - 万达广场D座16楼
","大箴（杭州）科技有限公司
电商,金融
不需要融资
50-150人
https://www.lagou.com/gon..."
数据产品经理,高灯科技招聘,20k-30k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
腾讯系,年终奖丰富,项目前景好,职位晋升","
岗位职责：
1、分析挖掘发票内容、用户行为等信息，通过数据分析，挖掘数据商业价值；
2、通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持；
3、主导数据产品的设计和研发，管理和分析业务方数据需求，支持公司各业务团队的数据分析和数据挖掘需求，形成数据产品。
  任职要求：
1、3 年以上数据分析／挖掘相关工作经验，有互联网或金融相关行业经验；
2、具有数学、统计学和计算机相关知识，精通 SQL 等数据查询语言及、具有海量数据挖掘、分析相关项实施经验；
3、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的团队协助和沟通能力；
4、对数据有业务敏感性，能够基于对数据及数据需求抽象建立数据产品原型。","深圳 - 南山区 - 白石洲 - 大冲商务中心B座27楼
","高灯科技
移动互联网,电商
A轮
500-2000人
http://www.gaopeng.com/"
数据产品经理,爱享到研发部招聘,15k-30k,/上海 /,经验3-5年 /,大专及以上 /,全职,"
行业新、空间大","

1、负责用户平台的流量数据规范、需求管理、项目推进、质量措施，建立流量数据产出全生命周期管理；
2、规划与设计面向流量数据生产的工具与产品，推动流量数据生产自动化；
3、针对不同数据应用下游，提供对应的数据供应方案，提升数据应用效率。
职位要求：
1、良好的数据敏感度，了解大数据相关的基础知识，熟悉常见的数据分析和处理方法；
2、熟悉数据仓库知识，熟悉流量数据生产、收集、处理、加工过程；
3、对于数据生产过程中，对数据最终供应质量的影响因素有清晰认知；
4、能够根据用户的对数据的应用场景，明确任务优先级，合理安排落地节奏 ;
5、自我驱动力强，面对复杂情况能够独立工作；跨团队与部门的沟通能力强，有较强的团队协- 作意识和能力；
6、熟悉互联网产品，有数据分析，GA、友盟、TalkingData等网站分析工具的使用经验优先；
7、有后台系统产品经验或相关设计思考优先。
8、有SQL技能经验优先。
 ","上海 - 静安区 - 寿阳路99弄27号市北协信星光广场7楼701室
","爱享到
移动互联网,消费生活
不需要融资
150-500人
http://www.lagou.com/gong..."
数据产品经理,Aibee产品部招聘,25k-50k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
带薪年假 商业保险","
岗位职责：
1.    负责数据类产品的设计工作，充分理解业务，收集和挖掘业务需求，提出解决方案，推动需求产品化；
2.    跟踪数据质量，深入分析数据产品问题，建立用户反馈渠道，搜集和梳理用户反馈，优化产品功能；
3.    管理产品生命周期各环节，制定产品策略和产品规划，推动各部门高效协作；

任职要求：
1.    本科及以上学历，2年以上数据产品相关工作经验；
2.    逻辑思维清晰，善于拆解复杂问题，有较为全面的框架思维，对数据敏感；
3.    具备优秀的产品规划能力、沟通能力和团队协作能力；
4.    熟悉大数据相关的技术框架，具备一定数据库能力或编程能力者优先；
5.    有DMP、BI、CRM、商业数据分析及广告平台等相关经验者优先；
6.    有零售/电商/广告行业背景者优先。

Responsibilities:
1. Responsible for the design of data products, fully understand the business, collect and mine business needs, propose solutions, and promote demand productization;
2. Track data quality, analyze data product issues in depth, establish user feedback channels, collect and sort user feedback, and optimize product features;
3. Manage all aspects of the product life cycle, develop product strategies and product plans, and promote efficient collaboration among departments.

Qualifications:
1. Bachelor’s degree or above, more than 2 years working experience in data products;
2. Clear logical thinking, good at dismantling complex problems, more comprehensive framework thinking, sensitive to data;
3. Excellent product planning, communication and teamwork skills;
4. Familiar with the technical framework related to big data, with certain database capabilities or programming capabilities is preferred;
5. Relevant experience in DMP, BI, CRM, business data analysis and advertising platform is preferred;
6. The retail/e-commerce/advertising industry background is preferred.","北京 - 海淀区 - 北清路81号
","Aibee
移动互联网,企业服务
A轮
150-500人
http://www.aibee.com"
大数据产品经理,武汉掌中宝大数据招聘,12k-16k,/武汉 /,经验3-5年 /,大专及以上 /,全职,"
大数据方向","
主要职责
1. 深入了解集团的业务场景及目标，负责集团大数据相关产品的总体规划；
2. 负责集团大数据研发体系及队伍的规划及建设；
3. 负责集团大数据研发的对外合作工作；
4. 负责组织集团大数据平台的研发工作；
5. 领导安排的其他工作。

其他项
1、3年以上大数据产品经理经验
2、精通主流大数据处理平台（Hadoop、Spark、Storm）技术架构、以及平台的安装部署、运维配置、应用开发
3、能够熟练利用Hadoop+Spark对行业大数据进行存储管理和分析挖掘；
4、熟悉GIS平台及数据可视化技术；","武汉 - 洪山区 - 南湖 - 洪山区野芷湖西路创意天地高层05办公楼3层
","武汉掌中宝
移动互联网,游戏
未融资
150-500人
http://www.zzbwuhan.com/"
数据产品经理,有品 PICOOC产品部招聘,25k-50k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
空间大,薪资诱人,高速发展,晋升空间","
团队亮点：
1同事文能谈情怀；武能飚段子
2领导不摆架子；有几个颜值高的麻辣妹子
3还有无限量供应的完美下午茶零食，一不小心就吃成胖子
4弹性上班，再也不用上班迟到担心，so easy

对于做数据的您我们核心优势：
持续可跟踪的健康数据供你把玩。

岗位职责
1、 基于丰富的健康体征和行为数据，和对用户使用场景的深刻理解，挖掘用户需求痛点，规划和设计面向用户的健康数据服务产品；
2、 跟进数据产品的研发、上线和测试全流程，持续优化数据服务实现方式，包括但不限于算法和模型设计维度；
3、 深入业务应用场景，梳理用户画像需求，制定数据策略，作为平台产品提供数据服务；
4、 搭建并持续优化数据指标体系，对产品各业务逻辑进行数据监控，评估及分析问题；
任职资格：
1、计算机、统计、数学、财务、信息管理与信息系统、运筹学等相关专业毕业，全日制统招本科及以上学历；
2、3年及以上数据产品经验，熟练掌握数据分析基本方法，具备用户行为分析、产品数据分析的经验；
3、具备较强的业务理解能力、数据敏感度和数据分析能力、逻辑思维能力、沟通能力，能充分与各团队协同完成工作；
4、对健康大数据挖掘与分析有浓烈兴趣者佳。
 ","北京 - 西城区 - 小西天 - 普天德胜C座309（地铁2号线积水潭）
","有品 PICOOC
移动互联网
C轮
50-150人
http://www.picooc.com"
大数据产品经理(J10526),明略科技集团招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险一金，下午茶，双休，补助","
工作职责:
职位描述
主要工作职责:
1、参与制定产品战略、市场调研及竞对分析；
2、能够独立完成产品设计，需求分析和功能细化；
3、能够设计产品原型，撰写产品文档，进行产品宣传；
4、研发团队进行有效沟通和协作管理；
5、有能力与客户、销售、项目团队协同工作；


任职资格:
任职要求：
1、全日制本科以上学历，计算机专业优先；
2、2年以上产品经理/数据中台相关工作经验；
3、熟悉大数据产品和技术，对数据采集及集成、数据建模、数据开发、数据资产管理、数据分析等大数据领域有实战经验；
4、具有较强文字表达及沟通能力，可与研发等其他部门紧密协作，可及时响应和处理问题，需要极强的项目管理能力；
5、能充分理解商业目标，对市场、行业有自己的调研方法，擅长从客户角度考虑问题，对客户需求有较好识别判断能力；
6、国内一线互联网公司或企业级服务公司从业者优先；","北京 - 海淀区 - 五道口 - 清华创新大厦
","明略科技集团
数据服务,广告营销
D轮及以上
2000人以上
http://www.miaozhen.com/"
数据产品经理,小泰科技招聘,10k-20k,/杭州 /,经验3-5年 /,大专及以上 /,全职,"
帅哥美女多,五险一金,弹性工作,年终奖","
岗位要求： 1.具有2年及以上产品设计或分析经验，能够独产承担产品规划工作，敲重点！要偏数据一些 2.熟悉互联网或软件产品整体项目实现过程，包括从业务调研、需求分析到产品发布； 3.具备良好的数据敏感度和业务视野，能够敏锐的捕获数据价值和产品机会；   4.了解底层数据的架构技术以及应用层数据分析和算法的基本概念，能够运用数据作为产品解决业务方运营及决策问题者优先考虑； 5.有参与过大型项目或系统建设的经验，有流量分析系统、管理决策系统、经营分析系统建设经验者优先考虑； 6.有大数据处理相关经验以及良好的逻辑表达和抗压能力尤佳。","杭州 - 滨江区 - 长河 - 州江虹路611号上峰电商产业园2-2号楼3层
","小泰科技
金融
不需要融资
150-500人
http://www.trc.com"
数据产品经理,中诚信征信招聘,18k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
人工智能，区块链，大数据，全生命周期","
岗位职责：
1、能独立完成基于大数据平台的数据产品规划和设计工作；
2、负责和公司其他各部门保持沟通，收集反馈需求，思考解决方案，持续挖掘需求进行产品创新，合理规划产品方案及路线图，协调推动产品功能实施；
3、跟踪大数据产品的市场方向，进行对标产品、竞品研究，不断完善产品；
4、能独立完成产品的原型设计、流程设计；
5、能独立把控项目进度，包括产品需求分析、产品设计、技术研发跟进、产品测试、产品上线等环节。

岗位要求：
1、本科以上学历，3年以上产品工作经验或2年以上数据分析工作经验；有大数据行业工作经验或精通大数据开发技术工具者优先；
2，拥有独立完成产品相关文档撰写的能力；
3、对数据敏感、有较强的数据分析能力，熟练使用常见的数据分析工具；
4、熟悉互联网大数据产品情况，了解市场格局、同类产品及竞争态势、大数据相关产品趋势；对新技术有较强的洞察力和敏感度、学习能力强，能快速拓展自己的知识范围；
5、熟悉产品开发流程，能和设计人员、技术人员、运营人员紧密配合，协调各方面工作；
6、有良好的PPT制作、演讲能力者优先考虑。
7、有金融大数据产品经验者优先考虑。","北京 - 东城区 - 东四 - 礼士胡同54号
","中诚信征信
数据服务,人工智能
不需要融资
150-500人
http://www.ccxcredit.com...."
数据产品经理,易观招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
大数据产品,行业研究,弹性工作,六险一金","
岗位职责：
1.负责用户行为分析产品线的需求分析、设计、交付；
2.负责在项目推进过程中的跨部门协作沟通，并推动产品的持续改进；
3.参与标签、画像、推荐等新产品的探索与验证。

任职要求：
1.三年以上产品经验，有数据产品经验；
2.优秀的产品需求设计能力，能产出高质量原型与文档，热爱数据分析领域；
3.系统思考能力、自我驱动、迭代思维，对数据产品有见解和实践；
4.计算机、数学等理工科背景优先。","北京 - 朝阳区 - 恒通商务园
","易观
移动互联网,数据服务
B轮
150-500人
http://www.analysys.cn/"
数据产品经理【深圳】,数澜科技华南技术中心招聘,15k-30k,/深圳 /,经验5-10年 /,本科及以上 /,全职,"
扁平化管理 六险一金","
岗位描述： 
1、负责面向企业、政府、开发者、ISV等客户的大数据产品及应用解决方案的设计、规划和落地； 
2、调研不同行业的企业客户，深度挖掘利用大数据帮助客户优化企业经营链路的场景点； 
3、根据客户需求，并结合行业产品经验，抽象提炼出数据解决方案及产品的功能点，并进行产品架构、数据设计、流程图、产品原型设计； 
4、组织和推动产品团队、核心开发团队，快速完成解决方案产品化工作，梳理提供PRD、产品架构图、需求列表、开发计划、用户手册等文档 

岗位要求： 
1. 本科及以上学历，扎实的数据平台/数据产品开发或设计基础，3年以上相关经验，有独立负责大数据产品经验者为佳； 
2. 具有数据技术背景，具有大数据、云计算、ETL、数据挖掘的技术背景为佳，有数据标签方面工作经验的作为加分项； 
3有丰富的产品设计和项目管理经验，并可以熟练使用Axure等工具进行产品的原型设计，具备SQL等技术开发经历或有数据平台产品经理从业经验的作为加分项； 
4、具备较强的数据分析能力、逻辑思维能力、沟通能力，能够有效整合团队资源推动业务发展； 
5、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；  
6. 热爱数据，喜欢迎接挑战和承担责任，积极主动，高效的执行力。","深圳 - 南山区 - 科兴科学园a1单元202
","数澜科技
企业服务,数据服务
A轮
获得天堂硅谷资本领投，IDG资本跟投的A+轮融资(A轮)，云锋基金领投，IDG资本、浙商产融及洪泰基金跟投(A轮)，获得IDG和湖畔山南千万级别天使轮投资(天使轮)
150-500人
http://www.dtwave.com/ind..."
数据产品经理,搜狐集团智能媒体研发中心招聘,15k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作,精英团队,发展空间大","
岗位职责:
1.负责数据产品的设计，沟通与协调各方收集需求，输出PRD及设计方案，跟进项目，并推动开发落地；
2.根据业务场景，将分析逻辑固化成数据产品，高效支撑业务；
3.持续与用户沟通收集反馈，持续改善产品功能及用户体验，提高数据效率运转效率；
4.推进数据产品业务实施，将产品推广到业务团队。
任职资格:
1.本科及以上学历，2年以上互联网BI/数据系统设计经验；
2.有较强的数据理解能力，能将业务场景做数据化的抽象，并应用与产品；
3.有良好的沟通能力和表达能力，自我驱动能力强，注重团队合作；
4.有推进数据项目落地的实践经验；
5.有应用SQL进行数据分析经验的，优先录用。","北京 - 海淀区 - 北京市海淀区科学院南路2号院融科资讯中心3号楼搜狐媒体大厦
","搜狐集团
移动互联网,广告营销
上市公司
2000人以上
http://www.sohu.com"
数据产品经理,哔哩哔哩数据平台招聘,15k-25k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
六险一金 年终奖 互联网 上市公司","
岗位职责：
1、负责B站内容数据产品，数据驱动业务增长，形成B站版权内容生命周期管理解决方案。
2、负责B站流量数据产品，流量数据与内容数据结合驱动业务增长，探索流量数据产品解决方案。
2、负责和各业务部门一起通过深入数据分析，寻找数据驱动业务的最大价值点。
3、与客户端技术、数仓技术团队合作，推动数据产品落地；
4、协调资源和支持，驱动项目进度，主导产品落地，合理评估优先级，确保产品的业务目标；
5、产品交互，产品功能优化和迭代，及合作伙伴沟通和管理等具体工作。

岗位要求：
1、有UGC视频、版权视频数据分析经验，对C端用户在移动端的内容消费习惯深入研究。
2、有移动端用户行为数据分析经验，有通过分析用户行为驱动产品和业务的经验。
3、以上要求满足其一。
4、数据产品设计经验，来满足差异化需求，具备独立产品规划及落地能力。
5、数据sense强，具备较强数据分析能力和流量分析数据产品经验优先；
6、熟悉SQL、hive、Axure等工具以及数仓工具。
7、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；","上海 - 杨浦区 - 复旦大学 - 国正中心
","哔哩哔哩
移动互联网,文娱丨内容
上市公司
2000人以上
http://www.bilibili.com/"
数据产品经理,阿博茨科技数据中心招聘,20k-40k,/南京 /,经验5-10年 /,本科及以上 /,全职,"
人工智能，金融，技术驱动，产品公司","
岗位职责：
1、负责金融数据处理相关产品规划设计工作；
2、确定项目目标，编写产品需求文档，制作产品原型，跟进产品迭代进度；
3、与各部门进行良好的沟通，协调各部门资源，推动项目上线；
4、整理业务方及客户反馈，排期跟进；
5、关注市场与竞品动态，探索和研究创新产品。
任职要求：
1、本科及以上学历，3年以上工作经验；
2、优秀的沟通能力，严密的逻辑思维，以及组织和协调能力；
4、执行力强，有责任心，具备良好的创新意识和意识；
5、具有敏锐的市场意识、团队合作以及良好的运营思维和创新意识；
6、熟悉产品设计工具（Axure、Sketch、Xmind、Word、Powerpoint、Visio或类似工具）。
7、 有金融数据产品、PC客户端产品、工作经验者优先。
8、有技术背景、有算法研发工作经验者优先","南京 - 雨花台区 - 宁双路18号沁恒科技园D栋4层 阿博茨科技
","阿博茨科技
移动互联网
B轮
150-500人
https://www.abcfintech.com"
数据产品经理(J12047),货拉拉招聘,15k-25k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
发展空间大","
工作职责:
1.负责业务部门的沟通以及数据产品场景的探索规划
2.负责数据产品用户画像规划、功能需求分析、场景设计等工作；
3.设计产品前后端功能架构、编写产品需求文档和制作产品原型；
4. 协调开发资源，推动产品的开发和实施，保证项目如期上线；
5.负责数据产品的应用推广与落地，保证数据产品的可靠性
任职资格:
1.良好的数据分析能力，优秀的用户体验敏感度以及交互设计能力；
2. 熟悉互联网或软件产品整体项目实现过程，能够独产承担产品规划工作；
3.熟悉数据产品的设计与开发流程，以及主要的BI数据产品工具，具备物流行业数据产品管理经验优先
4.具备良好的逻辑思维、强烈的责任感、优秀的团队协作及沟通能力","深圳 - 福田区 - 上梅林 - 梅林路卓越梅林中心广场（南区）B座2301
","货拉拉
移动互联网,消费生活
C轮
顺为资本领投，襄禾资本、概念资本（MindWorks Ventures）等(C轮)，襄禾资本、清流资本等(B轮)
2000人以上
http://huolala.cn"
数据产品经理,仟金顶招聘,20k-30k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
六险一金，各种补贴，定期体检，丰厚年终","
工作职责:
1、负责资产贷后管理及流程（账务），并能依据业务需求进行产品设计，理清多系统间业务流转和流程，并对各系统级交互进行整理和优化；
2、负责大数据类产品规划，包括数据仓库、数据可视化、用户画像、智能风控类产品规划；
3、关注并调研行业动向以及竞争对手产品并提出产品改进方案，基于互联网金融行业产品的创新和探索；
4、进行产品与运营模式的内外部调研分析，收集用户反馈并进行数据分析，为产品迭代提供核心依据；
5、协调商务、设计、研发、设计、测试、运营等资源，推动产品从开始至上线整个生命周期，对产品进度和整体负责。
任职资格:
1、本科及以上学历，3年以上金融产品经验，大型互联网金融平台背景优先;
2、熟知行业知识、基本风险控制知识，具备较强的信息采集和分析判断能力，数据敏感度高；
3、具备较强的产品管理与项目管理能力，能够对产品进行持续优化达到既定目标 ，针对细分市场和客群进行定制化的产品规划；

4、对金融和移动互联网产品敏感，对产品和业务有很强的创新能力，对用户需求有深入洞察的能力；
5、优秀的逻辑分析能力、沟通能力及数据分析能力，能够自驱动，快速理解业务逻辑并转化为产品设计，保证项目按时按量完成；
6、具有开发经验，有数据处理&数据分析经验者优先。","杭州 - 滨江区 - - 杭州市滨江区秋溢路289号
","仟金顶
电商
B轮
红杉资本，易居资本(A轮)
150-500人
http://www.qjdchina.com"
数据产品经理,毒APP大数据招聘,18k-35k,/上海 /,经验5-10年 /,本科及以上 /,全职,"
快速发展 氛围好 领导nice 靠近地铁","
工作内容：
1.埋点各节点优化，通过推进流程、工具、应用等方式提高准确率和实施效率
2.公司内部数据产品的需求收集、挖掘和规划
3.设计个性化产品，可视化产品，支持各类用户的数据需求；
4.前沿数据应用/工具研究
5.支持个别部门的取数需求，制定流程

任职要求：
1.有技术背景优先，对于技术类产品的架构和实现原理比较熟悉
2.优秀的推进能力，能够在有限情况下协调团队资源，推进项目上线
3.对于问题，善于归纳总结，有自己的方法论
4.具有运营系统、数据分析系统、BI报表相关设计经验者优先
5.扎实的SQL取数能力","上海 - 虹口区 - 虹口足球场 - 上海市虹口区东江湾路444号虹口足球场4区112号3楼
","毒APP
移动互联网,电商
B轮
500-2000人
https://www.lagou.com/gon..."
用户/数据产品经理,思高网络招聘,20k-35k,/广州 /,经验5-10年 /,本科及以上 /,全职,"
发展前景","
岗位职责：

1. 负责部门产品规划和设计工作，涉及：用户类产品，数据类产品，及企业办公类产品 

2. 根据用户需求、公司和业务需求，及发展方向，从数据产品角度提出专业的产品规划，达到用户体验和策略的平衡点 

3. 拆解目标，设定合理的落地计划并推动执行，完成产品设计工作，并推动开发团队完成

4. 总结并提炼产品设计和产品运营的方法论，输出完善的产品及运营规划



任职资格：

1. 统招大学本科及以上学历，3年或以上互联网工作经验，有大型用户或数据产品经验，成功的工作案

2. 熟悉用户产品或数据产品设计及运营方法，推动数据增长和目标的达成，具备方法论 

3. 具备很强的组织和协调沟通能力，逻辑思考能力，能够准确定位问题并提岀解决方案，并推动执行 

4. 熟练使用 office软件、PPT、 Axure、墨刀等工具","广州 - 天河区 - 五山 - 建工路4号新太科技大厦A栋2楼
","思高网络
消费生活,数据服务
不需要融资
150-500人
https://www.lagou.com/gon..."
数据产品经理 (MJ003836),去哪儿网机票事业部招聘,20k-40k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
16薪、福利好、发展空间大","
工作职责：
1.负责对接数据需求，结合具体的业务场景，进行数据定义、指标设计、数据建模，并从数据驱动角度协助业务提升； 
2.负责数据分析平台搭建，抽象各个业务线数据分析的需求，建立规范的数据分析流程和方法
3.建立良好的数据监测和汇报机制，对业务核心数据进行例行监控，能及时发现数据变化趋势并能深入分析原因。高效保质的完成数据统计和数据分析任务完成周报、月报等日常数据报告工作。
4.构建机器学习模型及用户画像体系。
能力要求：
1.3年及以上电商或O2O相关数据产品工作经验 
2.大学本科及以上学历，统计学、数学、经济学相关专业优先
3.具备很强的对内、对外沟通能力；具有优秀的独立解决问题能力； 
4.对数据敏感，能够通过数据形成清晰的产品观点和一些前瞻判断； 
5.熟练使用SQL语句、EXCEL、PPT,至少能够熟练使用SPSS、R、Python或其他统计软件中的一种
6.需要有很强的学习和抽象思维能力，有数据仓库、BI、数据挖掘等方面的工作经验者优先","北京 - 海淀区 - 西三旗 - 西小口路66号中关村东升科技园（北领地）B-2号楼4层
","去哪儿网
旅游
不需要融资
百度(上市公司)，GGV Capital(C轮)，Mayfield、GSR Ventures、Tenaya Capital(B轮)，Mayfield、GSR Ventures(A轮)
2000人以上
http://www.qunar.com"
数据产品经理,有书产品部招聘,20k-30k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
六险一金,年底双薪,餐补,通讯补助","
工作职责：
1.负责整体大数据平台产品设计与规划； 
2.负责数据管理平台功能完善，包括数据质量体系、权限体系搭建等； 
3.负责BI&数据可视化平台功能完善，包括自助报表、自助Dashboard搭建； 
4.负责数据平台上下游产品问题沟通协调及处理；
5.负责数据分析平台产品的方案设计，和各业务部门对接数据相关需求

任职要求：
1.本科学历以上，5年以上工作经验，有带团队经验，具备分布式大数据平台建设相关经验；
2.具备良好的数据敏感度和业务视野，能够敏锐的捕获数据价值和产品机会； 
3.了解底层数据的架构技术以及应用层数据分析和算法的基本概念优先，能够运用数据作为产品解决业务方运营及决策问题； 
4.熟悉Hadoop、hive、Sparking等大数据相关技术；
5.善于沟通有极强的跨团队协作能力和执行力。","北京 - 朝阳区 - 望京 - 浦项中心A座20层
","有书
移动互联网,文娱丨内容
A轮
华映资本领投，钟鼎创投、蓝湖资本、梅花扬世等跟投(A轮)
150-500人
http://www.youshu.cc"
